corpus,user/qirim/corpus_28_06_crimean_tatar
tazminat,1
tazlığı,1
balım,1
balıklava,1
tazrip,1
kipçakskiyniñ,1
kipçakskiy,1
tazyıqına,1
tazyıqqa,1
dağılacağını,1
tazyıqıñız,1
tazyığından,1
tazyıqını,1
tazılardır,1
kiracılarnıñ,1
kiracılar,1
kiraci,1
balın,1
arıtamız,1
arıt,1
alöşina,1
ahtemni,1
abduveliyev,1
abdujelil,1
abduhayır,1
abduhalikbay,1
tazıyq,1
tazında,1
tazıyqnıñ,1
kiraladılar,1
kiralab,1
kirah,1
tazıyğınıñ,1
tazıyqını,1
tazıyıqlarnı,1
kiralanğanını,1
dağılma,1
dağıldımı,1
tazıyıqsız,1
kiralav,1
kiralay,1
tazıyıqına,1
dağılmamaları,1
dağılmadı,1
tazıyıqınen,1
tazıyığım,1
kiralmadım,1
tazığa,1
dağılmaqta,1
balınıñ,1
arıtğıl,1
taçankada,1
kiralılar,1
kiralmağan,1
taçankasınen,1
kiramadım,1
dağılmasaq,1
dağılmaqtır,1
taña,1
kiramağan,1
kiramaylar,1
kiramağanlarından,1
tañi,1
dağılmasından,1
dağılması,1
balıqdan,1
tañlarnı,1
tañlaylarğa,1
tañlarnıñ,1
kirametine,1
tañlayub,1
tañlayım,1
kirametini,1
tañlaşur,1
dağılsa,1
balıqlara,1
arıtılmağan,1
arıtıcı,1
arıttırıla,1
tañlı,1
tañnen,1
kirametlerde,1
kirametlerni,1
kirametlerine,1
dağılu,1
tañrisina,1
tañriyev,1
tañrini,1
tañrılarnıñ,1
dağıluvı,1
dağılub,1
balıqlardan,1
tañrımnı,1
tañrımdan,1
tañrımıñ,1
kirametçilerimiz,1
kirametçi,1
tañrına,1
tañrını,1
kirametçileriniñ,1
kirametçiliginiñ,1
tañrısını,1
dağılğanını,1
dağılğanı,1
dağılğanda,1
arıtıñız,1
tañrısıñ,1
tañrıyı,1
kirametçiniñ,1
dağılıb,1
tañıday,1
tañğacek,1
tañımayım,1
kirazlarnı,1
dağılırlar,1
balıqlarımıznı,1
tañından,1
kiraznen,1
kirazları,1
tañırı,1
tañışqan,1
kirazğa,1
dağılıñ,1
tağaddaya,1
tağal,1
kirazını,1
tağdiri,1
tağlar,1
dağılışmağa,1
dağılışayıq,1
balıqlarına,1
arızlap,1
arıtılıp,1
alğanca,1
tağıştırıp,1
taşacaqsıñ,1
kirdiginden,1
kirdigim,1
kirdigi,1
taşacağını,1
taşalar,1
kirdikte,1
taşavuz,1
taşboran,1
kirdilermi,1
dağılıştı,1
dağılışmağan,1
taşdpiniñ,1
taşhane,1
taşhis,1
kirdirip,1
kirdimmi,1
taşina,1
kirdirmeye,1
kirdirmege,1
taşkeit,1
dağılşayıq,1
dağılışıp,1
dağılıştıq,1
balıqlarıñ,1
taşkentkke,1
kirdiñmi,1
kirdiñizmi,1
taşkentlisizmi,1
kirebile,1
dağılşmazdan,1
taşkenttem,1
taşkenttedir,1
taşkesenli,1
kirecegimizni,1
balıqlavanı,1
kirecegine,1
taşladımı,1
dağımızğa,1
taşlal,1
taşlagan,1
taşlamadılar,1
kirecekmiz,1
kireceklerini,1
balıqmı,1
arıçıqta,1
arızındın,1
taşlamah,1
taşlamaga,1
taşlamammı,1
taşlamama,1
kirecektir,1
taşlamamız,1
taşlamamnı,1
taşlamaqnıñ,1
taşlamaqtalar,1
kiremedi,1
kirelermi,1
balıqmıdır,1
taşlamasañ,1
taşlamaqtır,1
taşlamasını,1
taşlamasınen,1
kiren,1
taşlamaycağına,1
kirerdim,1
kirerdi,1
taşlamazlar,1
dağınıqlıqta,1
balıqnımı,1
arığım,1
taşlamağanlarını,1
taşlan,1
taşlamağandırlar,1
kirerli,1
taşlangan,1
taşlanmaq,1
taşlandıra,1
kirersin,1
dağıralar,1
taşlanmasında,1
kirersiñiz,1
dağıstanlılar,1
taşlansalar,1
taşlansın,1
kiresiñiz,1
balıqta,1
taşlanğanlarnı,1
taşlanğanda,1
taşlanıldı,1
kireyata,1
kiresiñmi,1
arığında,1
arığına,1
ahteran,1
ahter,1
adamımdan,1
taşlanılğanda,1
taşlanır,1
taşlanıq,1
kireyatqanını,1
taşlardaki,1
kireyatırmız,1
kireyatır,1
taşlari,1
dağıtasıñ,1
dağıtamız,1
dağıtacaq,1
taşlarman,1
kireyevnen,1
taşlarsıñız,1
dağıtayıq,1
dağıtayım,1
taşlarında,1
kireykçi,1
dağıtmalısız,1
dağıtma,1
balıqçılardan,1
arığından,1
taşlarıñnı,1
kirezler,1
kirezine,1
dağıtmaqnen,1
kirezlerge,1
kirezniñ,1
dağıtmay,1
taşlattı,1
taşlattırdı,1
dağıtmayıp,1
balıqçılarından,1
balıqçıları,1
taşlav,1
taşlavlar,1
taşlatıp,1
taşlavında,1
taşlayaraq,1
kireçleyler,1
kireçlediler,1
taşlaycam,1
kireçni,1
dağıtqanda,1
kireçtaştan,1
kireçten,1
dağıtqandır,1
balıqçılıqnen,1
arışlarnı,1
arışlar,1
alğandı,1
taşlayık,1
taşlaysız,1
taşlayıqmı,1
kirgenday,1
kirgencek,1
dağıtqanını,1
taşlağandan,1
taşlağanları,1
kirgendim,1
balıqçılığını,1
taşlağansıñ,1
taşlağanıma,1
kirgenge,1
taşlağanımızda,1
kirgeniiyen,1
kirgendirler,1
taşlağanıñ,1
kirgenimde,1
dağıttıñız,1
taşlıqlarda,1
taşlıqqa,1
kirgenime,1
balıqçımı,1
balıqçım,1
balıqçılığım,1
taşmaq,1
taşması,1
taşmadan,1
taşmatovğa,1
taşmatlarnıñ,1
kirgenimizde,1
taşmayım,1
taşmaylar,1
taşmide,1
taşmağa,1
taşmay,1
dağıtılmasına,1
taşpı,1
taşpıçuv,1
taşpulat,1
taşqanıñ,1
kirgeniñ,1
taşqaydım,1
taşqından,1
kirgeniñden,1
kirgeniniñ,1
balıqçıyı,1
arışı,1
arışnıñ,1
ahterinttinoviç,1
taşqınlandı,1
taşqınlar,1
taşqındayın,1
taşqınlı,1
taşqınlarınıñ,1
dağıtır,1
taşqınlığını,1
dağıñnı,1
taşqınsıñız,1
kirgenlerim,1
balıçıhlarnı,1
balıçıhlarnen,1
taşqınınıñ,1
kirgenlerinden,1
taşradan,1
taşrayı,1
kirgenlerine,1
daşanı,1
taştannıñ,1
kirgenmiz,1
daşañ,1
daşa,1
arışını,1
taştöpe,1
taştımı,1
kirgilide,1
taştırdıñ,1
taştırğan,1
kirgini,1
kirgeydiñ,1
taşyoldaki,1
taşuvnen,1
taşâlaqtan,1
kirgisi,1
kirginleşe,1
balıçığı,1
taşçılarnı,1
taşçımı,1
kirici,1
taşçınıñ,1
kirihler,1
daşkañ,1
taşçıqlardan,1
kirildiginen,1
kirilcege,1
kirildikte,1
taşçıqlarında,1
daşlarıña,1
daşlar,1
balıñ,1
balıçıqnı,1
arışına,1
taşçıqnıñ,1
taşçıqnen,1
kirilgeni,1
kirilgeninen,1
daşqağa,1
daşnaktsütün,1
taşöllarda,1
taşöldan,1
taşürekli,1
kirilitsada,1
daştır,1
balığa,1
kirillik,1
kirilmesi,1
kirilmemesi,1
dealar,1
taşıdığı,1
taşıla,1
kirilmey,1
taşıldı,1
kirimni,1
kirimden,1
dealardan,1
balığım,1
arşun,1
taşılğanı,1
taşılğanından,1
taşılğanda,1
taşımah,1
kiritilebilecek,1
kirimov,1
taşımalı,1
kiritti,1
kiritmek,1
taşımaqnı,1
taşımaqtadır,1
kiritüvden,1
debdebeden,1
balığından,1
taşımaqtadırlar,1
taşımasañ,1
kiriñnz,1
taşıması,1
debetnen,1
debernuş,1
kirişecegini,1
kirişecegim,1
taşımı,1
kirişeceklerini,1
debil,1
balığını,1
arşına,1
ahtlarğa,1
ahterittinoviç,1
adamımnı,1
abunecilerinden,1
taşınacaq,1
kirişerek,1
kirişeler,1
taşındaki,1
kirişeyik,1
kirişesiñ,1
debirinden,1
taşındıq,1
kirişi,1
kirişeyim,1
taşınsalar,1
taşınmay,1
debütiñ,1
bambuk,1
taşınuvlardan,1
taşınuvnı,1
taşınuvlar,1
taşınğancek,1
kirişilmez,1
kirişilgeni,1
bamda,1
taşınıb,1
taşınıldı,1
kirişilsin,1
taşınılıp,1
taşınıñız,1
kirişini,1
bamğa,1
arşınlap,1
arşındı,1
taşıoğlu,1
kirişiñiz,1
kirişirim,1
taşırmay,1
taşırğan,1
kirişke,1
dedelerge,1
taşıtalar,1
taşıtayım,1
kirişkeni,1
kirişkendirler,1
ban,1
taşıttırmağa,1
taşıtırmız,1
taşıttıra,1
taşıyanlar,1
kirişler,1
kirişlep,1
kirişkenlerinen,1
taşıycaqmı,1
taşıycağını,1
kirişme,1
taşıymız,1
kirişmedi,1
kirişmeden,1
kirişleri,1
dedelerimden,1
arşınnen,1
alğanlarnı,1
taşıyıcımız,1
kirişmegen,1
kirişmegenlerinden,1
taşıyıqmı,1
dedelerimizni,1
dedelerimiznen,1
taşıña,1
kirişmeliler,1
taşığanday,1
taşığanda,1
kirişmeli,1
banamı,1
taşığanlarından,1
taşığanlardan,1
taşığanıma,1
kirişmezden,1
kirişmeyim,1
taşığanına,1
kirişse,1
kirişniñ,1
tbilisini,1
tbilisigece,1
dedeleriñ,1
banannı,1
banakilerniñ,1
tealiyesi,1
kirişten,1
kirişteki,1
tealânıñ,1
teart,1
dedelermiz,1
dedeleriñni,1
teatrcilik,1
teatre,1
kiriştirdi,1
kiriştimi,1
banarlı,1
teatrimde,1
kirledi,1
kirlegen,1
dedemdir,1
teatrinden,1
kirlemesinler,1
kirlemem,1
kirlemez,1
teatriñizde,1
dedemi,1
band,1
banağı,1
arşınıñ,1
arşınımnen,1
ahttaki,1
kirlenmedi,1
teatrlerimizde,1
kirlep,1
kirlenmezler,1
dedemin,1
teatrlerinen,1
kirlerden,1
kirler,1
kirletmekçün,1
kirletmege,1
dedemizge,1
bandası,1
teatrnı,1
kirletti,1
kirletmemek,1
teatroda,1
kirleut,1
kirlettimi,1
dedemiñ,1
teatrolarımızda,1
kirleyecek,1
kirleutte,1
teatromızğa,1
teatromızı,1
kirleyler,1
dedemlerniñ,1
banditizmge,1
banda,1
teatronı,1
kirlisiñ,1
kirlimi,1
teatrşnas,1
teatrğa,1
teatrşınas,1
tebaası,1
kirmedim,1
dedenden,1
deden,1
tebaasınıñ,1
tebar,1
kirmediñiz,1
tebarekte,1
tebarike,1
tebareke,1
kirmedimi,1
tebbesüm,1
tebdil,1
kirmegeni,1
tebeday,1
kirmegenlerden,1
kirmegenler,1
kirmegence,1
dedenin,1
banditlerge,1
asaba,1
tebemde,1
teberda,1
kirmegeydi,1
teberiñ,1
teberruk,1
kirmeknen,1
kirmegenlerni,1
tebersiz,1
tebertili,1
dedesini,1
tebessümge,1
banditlerniñ,1
banditlerni,1
tebessüminden,1
tebessümine,1
kirmekçün,1
tebessüminiñ,1
kirmelerini,1
kirmelerinen,1
dedeye,1
kirmeli,1
kirmemege,1
tebeşirimizni,1
dedeñiz,1
banditni,1
banditlik,1
asabaları,1
tebip,1
kirmemiz,1
kirmemesi,1
kirmemizniñ,1
tebretilgen,1
dedeñler,1
dedeñizniñ,1
kirmese,1
kirmesek,1
dedeñnen,1
kirmesem,1
kirmeseydi,1
dedeñni,1
banduranı,1
bandura,1
tebrikledik,1
tebrikledim,1
kirmeseñiz,1
tebriklegenini,1
tebriklegenler,1
kirmesinde,1
dedeñniñ,1
tebriklerde,1
tebriklerden,1
tebrikleri,1
kirmesiniñ,1
bandurıstlar,1
bandurıst,1
asabalıqdır,1
asabalardan,1
arşınıñıznen,1
ahtta,1
tebriklerniñ,1
tebriklev,1
tebriklerni,1
tebrikleyler,1
kirmeycegine,1
kirmesinler,1
tebriknamede,1
tebriknameler,1
kirmeycegini,1
tebriknen,1
kirmeyceklerini,1
kirmeycekke,1
dediginden,1
dedigimizde,1
tecahül,1
tebriziy,1
tecavuskârlığınıñ,1
tecavuza,1
kirmeyim,1
kirmeycem,1
tecavuzları,1
tecavuzlarğa,1
tecavuzlarından,1
tecavuzınıñ,1
kirmeylermi,1
kirmeyince,1
kirmeycekmiz,1
bangalor,1
tecdit,1
tecemmu,1
kirmeymiz,1
tecessüm,1
tecimeilına,1
kirmeysiñiz,1
dediklerimiz,1
tecirbeleri,1
kirmezdim,1
kirmezlerinden,1
kirmezim,1
bankadan,1
bankada,1
tecribelerim,1
kirmeñe,1
kirmeñ,1
tecribelerni,1
tecribelerine,1
dedillerni,1
tecribeliksizligime,1
tecribelidir,1
kirovabad,1
kirovnıñ,1
dedillikle,1
bankalarına,1
bankalarğa,1
asabalıqlarını,1
asabalıqları,1
tecribesidir,1
tecribesin,1
kirpakovskiy,1
kirovograddaki,1
kirpiday,1
tecribesizligim,1
tecribesizligi,1
kirpicesine,1
bankanıñ,1
tecribesizlik,1
tecribesizliginden,1
tecribeñiz,1
kirpigimniñ,1
dedirtmek,1
tecrid,1
tecvitni,1
kirpigiñ,1
ted,1
tedaiylerni,1
kirpiklerge,1
dedirtmey,1
bankasına,1
bankanı,1
tedariginen,1
tedariklegenlerini,1
tedarikke,1
kirpiklerimni,1
tedariklen,1
tedariklene,1
kirpiklerinde,1
tedariklenecekler,1
kirpiklerinden,1
kirpiklerindeki,1
dediği,1
bankaçıq,1
tedariklengenini,1
tedariklengenimni,1
tedariklenir,1
tedarikleniñiz,1
kirpiklerinen,1
kirpiklerinece,1
tedarikleri,1
tedarikni,1
tedariklenüv,1
kirpikleriñde,1
kirpikleriñni,1
dedqiq,1
dedp,1
banket,1
bankaya,1
alğanmız,1
ahtımancı,1
tedaviyhanesinde,1
kirpiklerniñ,1
tedaviylediler,1
kirpiksiz,1
dedügin,1
tedaviylegensiñ,1
tedaviylegenini,1
tedaviylemey,1
tedaviylemekni,1
tedaviylegenimni,1
deduşka,1
tedaviylemeñiz,1
kirpiça,1
tedaviylengeniñizni,1
kirpiçikleri,1
kirpiçikke,1
defaca,1
tedaviylengenlerniñ,1
kirpiçikni,1
kirpiçiklerini,1
kirpiçikniñ,1
defaki,1
banklarğa,1
banklardan,1
banklarda,1
tedaviylensin,1
tedaviylenüvini,1
tedaviyler,1
tedaviylenüvden,1
tedaviylenmesine,1
tedaviyleseler,1
tedaviylerni,1
tedaviylevden,1
tedaviylermiz,1
kirsertilgen,1
tedaviylevinde,1
tedaviyleviniñ,1
kirsetecegim,1
tedaviylevni,1
kirseteceksiñ,1
kirsetecekler,1
definelerni,1
tedaviyleycek,1
tedaviyleyceksiñ,1
definitsiyası,1
kirseteyik,1
kirseterik,1
banknı,1
bankler,1
bankları,1
ahtımannen,1
tedbire,1
tedbirdeki,1
tedbikâr,1
tedbirinden,1
tedbirkârlı,1
tedbiriniñ,1
tedbirinde,1
kirseteyimmi,1
tedbirkârlığı,1
kirsetilgenini,1
tedbirlerdendir,1
defoliantçı,1
defoliant,1
kirsetilmediler,1
tedbirlernen,1
kirsetilmekte,1
defonıñ,1
defoliatsiya,1
bankte,1
asabalığımızdır,1
tedbıq,1
tedbirlü,1
tedenni,1
kirsetilmesine,1
kirsetilmesinde,1
kirsetilmekteler,1
tedqiqad,1
kirsetilmesinen,1
kirsetilmey,1
kirsetilmesiniñ,1
defterci,1
deft,1
kirsetilse,1
kirsetilmezden,1
tedqiqatlarında,1
tedqiqatlarından,1
kirsetilsin,1
defterdekiler,1
tedqiqatnen,1
kirsetilüvinde,1
kirsetilüvidir,1
tedqiqatqa,1
kirsetimeñiz,1
kirsetilüvinen,1
defterdir,1
bankında,1
bankçıları,1
ahtımannı,1
adamımızdır,1
adamımızdan,1
adamımı,1
abduğafur,1
tedqiqatçılıqnen,1
tedqiqatçılarğa,1
tedqiqatçısını,1
tedqiqatımızda,1
tedqiqatçığa,1
kirsetiñ,1
kirsetirler,1
kirsetkendir,1
kirsetkenden,1
tedqiqatınıñ,1
kirsetkenine,1
kirsetkeni,1
defterimden,1
tedqiqte,1
kirsetkenlerden,1
defterimnen,1
tedricen,1
tedris,1
kirsetkenlerinen,1
banoras,1
banni,1
bannekburnğa,1
tedrisiyede,1
tedristeki,1
teekküm,1
tedrisiyesi,1
tedrisiye,1
teessis,1
teesisatnıñ,1
teessisiyat,1
kirsetmegenler,1
kirsetmegen,1
kirsetmedim,1
kirsetkenlerini,1
teessuratlardan,1
kirsetmelerini,1
kirsetmeler,1
kirsetmekni,1
teessuratlarına,1
teessuratlarından,1
teessuratlarımnıñ,1
teessuratlarıñnı,1
kirsetmemesiniñ,1
kirsetmemek,1
defterinen,1
bantını,1
bantlar,1
asabalığında,1
teessuratta,1
teessuratqa,1
teessuratım,1
teessuratımnı,1
kirsetmeycek,1
kirsetmey,1
teessuratınen,1
kirsetmeysiñiz,1
teessüflerge,1
teessüflik,1
kirsetmezler,1
defteriñni,1
defteriñmi,1
teessüfniñ,1
teessüri,1
kirsetsem,1
teesuratlarını,1
teesuratnıñ,1
teesuratları,1
defterlerden,1
tefallerden,1
kirsettilermi,1
tefekkürinen,1
kirsettiñ,1
defterlerimizge,1
bapta,1
baplarda,1
banı,1
tefeul,1
tefide,1
kirsetüvge,1
tefiqniñ,1
kirsetüvinen,1
kirsetüvinde,1
defterlerimnen,1
tefsilâtlıca,1
tefsirciler,1
kirseñiz,1
tefsiridir,1
tefsirinde,1
tefsiri,1
defterlerimni,1
defterlerimiznen,1
tefsiriniñ,1
tefsirlerge,1
kirsiz,1
teftazani,1
kirtleşkenday,1
kirsiñ,1
kirsinmi,1
teftişniñ,1
kirz,1
teftişte,1
teftişçisi,1
kirçangi,1
defterlerinen,1
baqabaşlardan,1
baqabaş,1
asabay,1
alğanımdan,1
tegenegimnen,1
tegenegini,1
tegenegi,1
tegenekni,1
defterleriñizni,1
defterleriniñ,1
kirüvimiz,1
kirüvimiznen,1
defterlermi,1
tegerçiginiñ,1
kirüvini,1
kirüvinen,1
baqabere,1
baqabaşqa,1
tegizdir,1
kirüvlerinden,1
tegizlegen,1
kisaye,1
defterlernmni,1
tegizlegenler,1
tegizlendi,1
kisb,1
tegizlenmek,1
baqaberme,1
baqaberesiñ,1
asaberseñ,1
tegizlenmesini,1
tegizlevnen,1
tegizleyici,1
tegizletti,1
tegizlenmesi,1
tegizleymiz,1
tegizleşip,1
tegizleyler,1
tegizliginde,1
tegizlik,1
kiselerini,1
kiselerine,1
kiselerinden,1
tegizlikte,1
tegizsizliklerge,1
kiseleriñni,1
kiselerniñ,1
tegni,1
defterçigiñizni,1
defterçigiñiz,1
teh,1
kiselövnıñ,1
defterçik,1
kiselövğa,1
tehallüslerinen,1
defterçikke,1
baqacaqlarmı,1
asabilenip,1
asabilendire,1
asabdan,1
tehallüsınen,1
tehallüsını,1
defterçikki,1
tehaslı,1
tehasqa,1
kisenini,1
baqacaqlarnen,1
tehdidil,1
tehdid,1
tehditledi,1
tehditli,1
kisesinde,1
defіn,1
asabimizni,1
tehiikumğa,1
tehir,1
tehellüsinen,1
tehlikeyi,1
tehlükesizligi,1
kisesizlik,1
deg,1
kisetkin,1
tehnikaca,1
tehnikalar,1
kiseçiklerini,1
kiseta,1
baqacaqmı,1
alğanımnıñ,1
tehnikalarnı,1
kisla,1
kislayanıñ,1
kisilip,1
tehniki,1
kislorodnen,1
baqacaqtır,1
tehnikleri,1
kislovodsktan,1
kislovodsqace,1
degendi,1
baqacasına,1
kisretme,1
kissemde,1
kisseleri,1
kisretildi,1
asabiyeti,1
alğanımız,1
ahtını,1
ahtımıznı,1
ahtımanını,1
tehnitsizm,1
kissesini,1
kissesine,1
tehnologik,1
tehnologiyadanmı,1
kisvesine,1
degeneratlardan,1
tehnologiyalarına,1
tehnologiyalarğa,1
tehnologiyasından,1
tehnologiyalarından,1
kitabdan,1
degeneratlar,1
tehnologiyasınen,1
kitabhapesine,1
kitabhane,1
tejribemde,1
tekallüfle,1
teibiledi,1
degeniday,1
tekaranda,1
kitabiye,1
tekeatan,1
kitabğa,1
baqacağımıznı,1
baqacağımız,1
baqacağımmı,1
tekeniñ,1
tekergol,1
tekeni,1
tekemmul,1
tekerlemelerinden,1
tekerleme,1
tekerlemelermen,1
tekesaqal,1
kitabımnıñ,1
kitabımdan,1
kitabımda,1
tekidlegenim,1
tekidlegen,1
tekin,1
tekisi,1
kitabımıznı,1
degenimizden,1
tekiyede,1
tekiyeniñ,1
degenimizge,1
tekiyesini,1
degenimizni,1
baqada,1
baqacağıñ,1
baqacağına,1
asabiyi,1
tekkiyesi,1
tekkiyesinde,1
tekkeye,1
teklifde,1
tekli,1
degenimizniñ,1
kitabıñda,1
kitabıñnıñ,1
baqaday,1
baqadan,1
teklifiniñ,1
teklifiñ,1
kitabıñıznıñ,1
kitabıñıznı,1
tekliflerde,1
tekliflerge,1
tekliflerimiznen,1
tekliflerden,1
kitaphaneciler,1
degeninday,1
asabiylendim,1
tekliflerinen,1
teklifleriñiz,1
teklifleriñizni,1
kitaphanedeki,1
kitaphanecimi,1
tekliflerniñ,1
kitaphaneler,1
teklifıni,1
teklifsiz,1
degeniniñ,1
baqalarnı,1
kitaphaneleri,1
kitaphanelerge,1
tekmilen,1
kitaphanelerindeki,1
degeniñday,1
baqalarğa,1
tekmilledik,1
kitaphanelerini,1
kitaphanelerinden,1
tekmillemege,1
tekmillemekte,1
kitaphanelerniñ,1
baqalmadım,1
asabiylendire,1
asabiylendirdi,1
alğanımıznıñ,1
ahtır,1
tekmillendimi,1
tekmillemesem,1
tekmillenir,1
kitaphanemizge,1
kitaphanemizdedir,1
tekmillevde,1
kitaphanemizni,1
tekmilleycegim,1
tekmilleyerek,1
degeniñizden,1
degeniñizde,1
baqalmaylar,1
tekmilleştirilgen,1
tekmilleñiz,1
tekmilnen,1
tekmillikleri,1
degeniñiznen,1
teknelerde,1
teknede,1
tekran,1
kitaphanesinen,1
baqalmağan,1
baqalmaymız,1
asabiylendirmege,1
kitaphaneyi,1
tekrarlamadı,1
kitaphaneñizge,1
kitaphaneçik,1
degenleleri,1
tekrarlamaqnen,1
tekrarlamamızğa,1
tekrarlamasınlar,1
kitaplardada,1
baqamam,1
tekrarlanacaq,1
tekrarlamañız,1
tekrarlamaycağına,1
tekrarlanayatqan,1
kitaplarıdır,1
tekrarlanmamasını,1
degenlerimni,1
baqamayım,1
baqamay,1
asabiylendirmek,1
asabiylendirgen,1
tekrarlanmasına,1
tekrarlanmaycağına,1
tekrarlanmasını,1
kitaplarımda,1
tekrarlanmazlıqqa,1
tekrarlanmayuvı,1
tekrarlanmağandır,1
tekrarlanuvdan,1
kitaplarımızdan,1
kitaplarımızda,1
baqamaz,1
tekrarlanuvı,1
tekrarlanğanday,1
kitaplarımızın,1
tekrarlanıb,1
tekrarlanılmaz,1
degenlernen,1
degenleriniñ,1
tekrarlarsıñız,1
tekrarlardı,1
tekrarlasalar,1
baqanlara,1
baqanda,1
asabiylengenimni,1
tekrarlatacağını,1
tekrarlasan,1
tekrarlavlarğa,1
kitaplarıñdan,1
degenmi,1
tekrarlayaraq,1
tekrarlaycağım,1
kitaplarıñızdan,1
kitaplarıñıznıñ,1
degennni,1
baqanlığınıñ,1
kitapmı,1
kitaplı,1
tekrarlağance,1
tekrarlağandır,1
tekrarlağanca,1
degensiñiz,1
tekrarlağanınen,1
tekrarçılar,1
degerdi,1
kitapsız,1
tekrinleri,1
degerge,1
baqaqanda,1
asabiylengenine,1
asabiylengeninden,1
alğanındadır,1
alğanın,1
adamındaki,1
abuneden,1
tekstini,1
tekstilkombinatqa,1
tekstlerdeki,1
kitaptadır,1
tekstlerden,1
tekstlerinden,1
kitapçeler,1
tekstlerini,1
kitapçesini,1
kitapçesi,1
kitapçe,1
degerim,1
tekstteki,1
tektüm,1
tekviir,1
tekstçe,1
tekstologiya,1
tekâmul,1
tekâmulden,1
kitapçıqlarnıñ,1
kitapçıqlarını,1
teküldi,1
degerlerden,1
degerlendirmek,1
baqaram,1
baqara,1
telbesini,1
kitapçığıdır,1
degerlerinden,1
telbevinden,1
telbevine,1
telbevin,1
telbevinn,1
telbevlep,1
kitapçığından,1
degerlerini,1
baqardım,1
telbevlerge,1
kitay,1
telbevlernini,1
kitdiler,1
kitaydan,1
kitapıñ,1
kitecegimi,1
telebelerge,1
kitecekmiz,1
degerliginden,1
degerligimizni,1
degerlicesine,1
asabiylenmek,1
asabiylenme,1
telefini,1
kiteceñmi,1
telefoncılar,1
telefli,1
kiteceñiz,1
telefonim,1
telefondır,1
telefonist,1
kitem,1
kiteliñ,1
baqarkenler,1
telefonlarını,1
telefonle,1
telefonlarında,1
kiterik,1
kitende,1
telefonımdan,1
kiterler,1
kitfin,1
kitip,1
degerliklerimizni,1
degerliklerimiz,1
baqarmı,1
asabiylenüv,1
telefonınıñ,1
telefüziniñ,1
kitiysiñiz,1
telegrafhanede,1
telegrafhanelerde,1
kitkenler,1
degerliklerinden,1
telegrafqa,1
kitmesi,1
kitmekte,1
telegrammadır,1
degerliklerinen,1
baqarsa,1
telegrammalarnen,1
kitmeyi,1
telegrammalarıma,1
kitmirdir,1
kitmir,1
degerlikleriñni,1
telegrammansında,1
kitmişsiz,1
telegrammasında,1
kitmiştir,1
degerliklernen,1
degerlikleriniñ,1
asabiylenüvden,1
asabiylenmeyim,1
ahunbabayevniñ,1
telegrammañnıñ,1
telegrammasından,1
telejurnalist,1
kittikçe,1
kittik,1
kitsinler,1
teleksidim,1
telekanalınıñ,1
teleminiatüralar,1
telepatiya,1
degerlimi,1
degerliligi,1
degerlikni,1
teleseyirciler,1
telestudiyadan,1
kiyalmayım,1
teletaypta,1
kiyaz,1
kiyamaysıñ,1
degerniñ,1
televideniyege,1
televideniyeni,1
kiydigi,1
televideniyesine,1
kiydikleri,1
degersin,1
degerni,1
baqasıñdır,1
televiziya,1
televizioncılarnı,1
televizordan,1
televizorni,1
televizordaki,1
kiydirdiler,1
televizorı,1
televizornıñ,1
teleyayınınıñ,1
telgeley,1
teleyayında,1
kiydirecekler,1
degey,1
telgenmeyler,1
telh,1
telin,1
kiydireyim,1
deggenden,1
telinde,1
kiydirgende,1
kiydirgenday,1
telisinden,1
telizlerini,1
kiydirgeniñ,1
degi,1
asabiyleşkeni,1
alğanıñle,1
alğanıña,1
tellep,1
telkora,1
tellerim,1
kiydirirsiz,1
kiydirilgen,1
tellerinde,1
kiydirmek,1
kiydirmege,1
tellerinen,1
kiydirür,1
baqayaraq,1
baqatı,1
tellerniñ,1
kiyecegi,1
tellâfuz,1
tellük,1
kiyecegim,1
degildirim,1
kiyecekte,1
telmidir,1
degildirsiñiz,1
kiyelerine,1
kiyem,1
degildiñ,1
baqayatırmız,1
baqayata,1
asabiyleşme,1
telmirgenler,1
telmirmekte,1
kiyemiz,1
telmirtesiñ,1
telmirtip,1
telmirte,1
degildır,1
telmirüvinen,1
degiler,1
kiyersiz,1
telqinlerim,1
degilermi,1
baqaycağıñnı,1
baqayaıq,1
kiyesiñ,1
kiyesiñiz,1
degilik,1
telqoraları,1
kiyet,1
baqayik,1
telqın,1
telsepet,1
telqoranıñ,1
kiyevdekilerden,1
telâffuzca,1
degiliz,1
baqayim,1
asabiyleşmey,1
asabiyleşmek,1
asabiyleşkenleri,1
ahundovnen,1
abuneni,1
telâffuzdaki,1
telâffuznen,1
kiyevdir,1
telâffuzını,1
telâffuzına,1
degilki,1
telâfi,1
telâfuznen,1
kiyevimni,1
telâfuzı,1
kiyevin,1
kiyevimniñ,1
degillerdi,1
baqayı,1
telâşlandırmağa,1
telâşlandıq,1
telâşen,1
telâşlandırıcı,1
telâşlandıñ,1
kiyevisiñ,1
telâşlanmaz,1
telâşlanmaqta,1
degillignni,1
degilligimizni,1
asabiyleştim,1
telâşlanuv,1
telâşlansa,1
telâşlanuvnen,1
telâşlanğanda,1
kiyeviñizniñ,1
kiyeviñiznen,1
kiyevlerge,1
kiyevlerden,1
telâşlarnı,1
telâşlarımnıñ,1
